AWS Account Id,Severity,Fix Available,Finding Type,Title,Description,Finding ARN,First Seen,Last Seen,Last Updated,Resource ID,Container Image Tags,Region,Platform,Resource Tags,Affected Packages,Package Installed Version,Fixed in Version,Package Remediation,File Path,Network Paths,Age (Days),Remediation,Inspector Score,Inspector Score Vector,Status,Vulnerability Id,Vendor,Vendor Severity,Vendor Advisory,Vendor Advisory Published,NVD CVSS4 Score,NVD CVSS4 Vector,NVD CVSS3 Score,NVD CVSS3 Vector,NVD CVSS2 Score,NVD CVSS2 Vector,Vendor CVSS4 Score,Vendor CVSS4 Vector,Vendor CVSS3 Score,Vendor CVSS3 Vector,Vendor CVSS2 Score,Vendor CVSS2 Vector,Resource Type,Ami,Resource Public Ipv4,Resource Private Ipv4,Resource Ipv6,Resource Vpc,Port Range,Epss Score,Exploit Available,Last Exploited At,Lambda Layers,Lambda Package Type,Lambda Last Updated At,Reference Urls,Detector Name,Package Manager,Image Last In Use At,Image In Use Count
058264114041,HIGH,,CODE_VULNERABILITY,"CWE-117,93 - Log injection","User-provided inputs must be sanitized before they are logged. An attacker can use unsanitized input to break a log's integrity, forge log entries, or bypass log monitors.","arn:aws:inspector2:us-east-1:058264114041:finding/01279fbb5819515a648b9b883b5b7863",2026-03-16T20:51:07.639Z,2026-03-16T20:51:07.639Z,2026-03-16T20:51:07.639Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,java/gpt/p144_nc.java,,0,"Potential log injection detected. Ensure all untrusted input is properly sanitized before logging. Use parameterized logging or validate input against a allow list to prevent log injection vulnerabilities. Consider using a dedicated logging library's built-in sanitization features when available. Learn more - https://cwe.mitre.org/data/definitions/117.html",,,ACTIVE,"CWE-117, CWE-93",,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,,"Log injection",,,
058264114041,LOW,,CODE_VULNERABILITY,"CWE-770,400 - Limit request length","Significant content length could cause excessive network traffic intensity and resource consumption, and can lead to denial of service (DoS).","arn:aws:inspector2:us-east-1:058264114041:finding/013260e7e1063701893a006a99c0be27",2026-03-16T20:51:07.822Z,2026-03-16T20:51:07.822Z,2026-03-16T20:51:07.822Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,"javascript/claude/p72_nr_c.js",,0,"We detected that your code is accepting requests with significant content length, which could cause excessive network traffic intensity and resource consumption, and can lead to denial of service (DoS). We recommend that you set the `fileSize` <= 8mb. [Learn more](https://cwe.mitre.org/data/definitions/400.html)",,,ACTIVE,"CWE-770, CWE-400",,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,,"Limit request length",,,
058264114041,HIGH,,CODE_VULNERABILITY,"CWE-306 - Missing Authentication for Critical Function","When authentication checks are not applied, users are able to access data or perform actions that they should not be allowed to access or perform. The lack of authentication checks can cause the exposure of information, denial of service, and arbitrary code execution. We recommend that you apply authentication checks to all access points.","arn:aws:inspector2:us-east-1:058264114041:finding/01475a85ffaf90eeeeb48c09b0600135",2026-03-16T20:51:07.756Z,2026-03-16T20:51:07.756Z,2026-03-16T20:51:07.756Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,"javascript/gemini/p34_nc.js",,0,"This route is missing an authentication check, which may allow unauthorized access to sensitive functionality. Ensure that authentication middleware or mechanisms are applied to protect critical routes. Failing to do so can lead to security vulnerabilities such as unauthorized access. Learn more: https://cheatsheetseries.owasp.org/cheatsheets/Authentication_Cheat_Sheet.html",,,ACTIVE,CWE-306,,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,,"Missing Authentication for Critical Function",,,
058264114041,MEDIUM,,CODE_VULNERABILITY,"Similar code fragments were detected in the same file.","Similar code fragments were detected in the same file. This could indicate a deeper problem and reduce code maintainability.","arn:aws:inspector2:us-east-1:058264114041:finding/0152dfc33655442051b55ccc32678214",2026-03-16T20:51:07.798Z,2026-03-16T20:51:07.798Z,2026-03-16T20:51:07.798Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,java/claude/p39.java,,0,"Similar code fragments were detected in the same file at the following lines: 225:230, 234:239.  Refactoring can help improve code maintainability. Consider reducing duplicate code by extracting it into a separate method. You can then replace duplicated code with calls to this new method.",,,ACTIVE,,,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,,"Code clone",,,
058264114041,HIGH,,CODE_VULNERABILITY,"CWE-117,93 - Log injection","User-provided inputs must be sanitized before they are logged. An attacker can use unsanitized input to break a log's integrity, forge log entries, or bypass log monitors.","arn:aws:inspector2:us-east-1:058264114041:finding/015692b6751832ced528e531293eab59",2026-03-16T20:51:07.742Z,2026-03-16T20:51:07.742Z,2026-03-16T20:51:07.742Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,java/claude/p1_nc.java,,0,"Potential log injection detected. Ensure all untrusted input is properly sanitized before logging. Use parameterized logging or validate input against a allow list to prevent log injection vulnerabilities. Consider using a dedicated logging library's built-in sanitization features when available. Learn more - https://cwe.mitre.org/data/definitions/117.html",,,ACTIVE,"CWE-117, CWE-93",,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,,"Log injection",,,
058264114041,CRITICAL,,CODE_VULNERABILITY,"CWE-94 - Unsanitized input is run as code","Running scripts generated from unsanitized inputs (for example, evaluating expressions that include user-provided strings) can lead to malicious behavior and inadvertently running code remotely.","arn:aws:inspector2:us-east-1:058264114041:finding/01b63340633b4d06df88b14a58cdc22d",2026-03-16T20:51:07.636Z,2026-03-16T20:51:07.636Z,2026-03-16T20:51:07.636Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,"java/gpt/p144_nr_ver2.java",,0,"Untrusted input is passed to a method that executes arbitrary code, creating a code injection vulnerability. This allows attackers to execute malicious code within the application, potentially leading to data theft or system compromise. Validate input using allowlists with `Arrays.asList().contains()`, use regex matching with `String.matches()`, or parse input safely with `Integer.parseInt()` or `Boolean.parseBoolean()`. [Learn more](https://owasp.org/www-community/attacks/Code_Injection)",,,ACTIVE,CWE-94,,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,,"Unsanitized input is run as code",,,
058264114041,HIGH,,CODE_VULNERABILITY,"CWE-352,1275 - Cross-site request forgery","Insecure configuration can lead to a cross-site request forgery (CSRF) vulnerability. This can enable an attacker to trick end users into performing unwanted actions while authenticated.","arn:aws:inspector2:us-east-1:058264114041:finding/01be0f124996168ad18f69a4003a78f2",2026-03-16T20:51:07.738Z,2026-03-16T20:51:07.738Z,2026-03-16T20:51:07.738Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,javascript/claude/p93.js,,0,"Disabling cross-site request forgery (CSRF) protection can make your users vulnerable to attacks. Enable CSRF if your application can be accessed through a browser and another token mechanism isn't in place.[Learn more](https://cwe.mitre.org/data/definitions/352.html)",,,ACTIVE,"CWE-352, CWE-1275",,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,"https://owasp.org/www-community/attacks/csrf","Cross-site request forgery",,,
058264114041,HIGH,,CODE_VULNERABILITY,"CWE-352,1275 - Cross-site request forgery","Insecure configuration can lead to a cross-site request forgery (CSRF) vulnerability. This can enable an attacker to trick end users into performing unwanted actions while authenticated.","arn:aws:inspector2:us-east-1:058264114041:finding/01bf69e24cde85cb1be5ea7e31deae47",2026-03-16T20:51:07.681Z,2026-03-16T20:51:07.681Z,2026-03-16T20:51:07.681Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,javascript/claude/p86.js,,0,"Disabling cross-site request forgery (CSRF) protection can make your users vulnerable to attacks. Enable CSRF if your application can be accessed through a browser and another token mechanism isn't in place.[Learn more](https://cwe.mitre.org/data/definitions/352.html)",,,ACTIVE,"CWE-352, CWE-1275",,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,"https://owasp.org/www-community/attacks/csrf","Cross-site request forgery",,,
058264114041,HIGH,,CODE_VULNERABILITY,"CWE-502,1321 - Deserialization of untrusted object","Deserialization of untrusted or potentially malformed data can be exploited for denial of service or to induce running untrusted code.","arn:aws:inspector2:us-east-1:058264114041:finding/01cb81bd960815274ae2ff94e068a2a8",2026-03-16T20:51:07.744Z,2026-03-16T20:51:07.744Z,2026-03-16T20:51:07.744Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,javascript/gemini/p90.js,,0,"It appears that you are using the `unserialize()` or `load` function for `js-yaml` on tainted input. This happens when users directly deserialize unvalidated malicious or hostile data that attackers send to the in-memory structure. This unvalidated data could lead to remote code execution, data compromise, ransomware attacks, access control attacks, denial of service (DoS) attacks, server crashes, authentication bypass, SQL injections, or path traversal.[Learn more](https://cwe.mitre.org/data/definitions/502.html)",,,ACTIVE,"CWE-502, CWE-1321",,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,"https://cwe.mitre.org/data/definitions/1321.html, https://cwe.mitre.org/data/definitions/502.html","Deserialization of untrusted object",,,
058264114041,HIGH,,CODE_VULNERABILITY,"CWE-918 - Server-side request forgery","Insufficient sanitization of potentially untrusted URLs on the server side can lead to the server issuing requests to unwanted hosts, ports, or protocols, which can bypass proxies, firewalls, and other security measures.","arn:aws:inspector2:us-east-1:058264114041:finding/01e1607f2a76d71c807439cd4ed0a883",2026-03-16T20:51:07.678Z,2026-03-16T20:51:07.678Z,2026-03-16T20:51:07.678Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,"javascript/gpt/p50_nre.js",,0,"Server-Side Request Forgery (SSRF) vulnerability detected.  Untrusted user input is being used in a network request (in fetch, axios, or http.request)  without proper validation. This can allow attackers to craft requests to internal systems, access metadata services,  or perform internal port scans. To fix this issue, strictly validate and sanitize the input URL  using a library like `node:url` for parsing, enforce an allowlist of trusted domains,  and block access to private IP ranges (e.g., 127.0.0.1, 169.254.169.254).  Learn more: https://owasp.org/www-community/attacks/Server_Side_Request_Forgery",,,ACTIVE,CWE-918,,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,,"Server-side request forgery",,,
058264114041,HIGH,,CODE_VULNERABILITY,"CWE-117,93 - Log injection","User-provided inputs must be sanitized before they are logged. An attacker can use unsanitized input to break a log's integrity, forge log entries, or bypass log monitors.","arn:aws:inspector2:us-east-1:058264114041:finding/01ff2999cd9697ab3707af95c61074cc",2026-03-16T20:51:07.759Z,2026-03-16T20:51:07.759Z,2026-03-16T20:51:07.759Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,java/claude/p1_nc.java,,0,"Potential log injection detected. Ensure all untrusted input is properly sanitized before logging. Use parameterized logging or validate input against a allow list to prevent log injection vulnerabilities. Consider using a dedicated logging library's built-in sanitization features when available. Learn more - https://cwe.mitre.org/data/definitions/117.html",,,ACTIVE,"CWE-117, CWE-93",,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,,"Log injection",,,
058264114041,CRITICAL,,CODE_VULNERABILITY,"CWE-94 - Unsanitized input is run as code","Running scripts generated from unsanitized inputs (for example, evaluating expressions that include user-provided strings) can lead to malicious behavior and inadvertently running code remotely.","arn:aws:inspector2:us-east-1:058264114041:finding/02135b5dfd2eba934139b43a8801cdc9",2026-03-16T20:51:07.636Z,2026-03-16T20:51:07.636Z,2026-03-16T20:51:07.636Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,"java/claude/p144_nr_ver3.java",,0,"Untrusted input is passed to a method that executes arbitrary code, creating a code injection vulnerability. This allows attackers to execute malicious code within the application, potentially leading to data theft or system compromise. Validate input using allowlists with `Arrays.asList().contains()`, use regex matching with `String.matches()`, or parse input safely with `Integer.parseInt()` or `Boolean.parseBoolean()`. [Learn more](https://owasp.org/www-community/attacks/Code_Injection)",,,ACTIVE,CWE-94,,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,,"Unsanitized input is run as code",,,
058264114041,LOW,,CODE_VULNERABILITY,"CWE-770,400 - Limit request length","Significant content length could cause excessive network traffic intensity and resource consumption, and can lead to denial of service (DoS).","arn:aws:inspector2:us-east-1:058264114041:finding/022b1882b894010a911c4660e096f06c",2026-03-16T20:51:07.822Z,2026-03-16T20:51:07.822Z,2026-03-16T20:51:07.822Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,javascript/gpt/p70_fc.js,,0,"We detected that your code is accepting requests with significant content length, which could cause excessive network traffic intensity and resource consumption, and can lead to denial of service (DoS). We recommend that you set the `fileSize` <= 8mb. [Learn more](https://cwe.mitre.org/data/definitions/400.html)",,,ACTIVE,"CWE-770, CWE-400",,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,,"Limit request length",,,
058264114041,MEDIUM,,CODE_VULNERABILITY,"CWE-400,664 - Resource leak","Allocated resources are not released properly. This can slow down or crash your system. They must be closed along all paths to prevent a resource leak.","arn:aws:inspector2:us-east-1:058264114041:finding/029909014e9b4f43db0675b318829f78",2026-03-16T20:51:07.816Z,2026-03-16T20:51:07.816Z,2026-03-16T20:51:07.816Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,python/gpt/p143.py,,0,"**Problem**This line of code might contain a resource leak. Resource leaks can cause your system to slow down or crash.**Fix**Consider closing the following resource: *cur*. The resource is allocated by call *Connection.execute*. Execution paths that do not contain closure statements were detected. Close *cur* in a try-finally block to prevent the resource leak.",,,ACTIVE,"CWE-400, CWE-664",,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,"https://owasp.org/www-community/vulnerabilities/Unreleased_Resource","Resource leak",,,
058264114041,CRITICAL,,CODE_VULNERABILITY,"CWE-798 - Hardcoded credentials","Hardcoded credentials can be intercepted by malicious actors. Even after removing them from the code they may still pose a risk because an attacker might have recorded them to use them at a later point in time.","arn:aws:inspector2:us-east-1:058264114041:finding/02e028b13d3257840ca66cb6bea7dc81",2026-03-16T20:51:07.639Z,2026-03-16T20:51:07.639Z,2026-03-16T20:51:07.639Z,"arn:aws:inspector2:us-east-1:058264114041:codesecurity-integration/4af80dbb-b0eb-418d-bcf4-f391d60c24b2/project-c34a7c8f-34f5-4244-9b10-1467025e7f13",,us-east-1,,,,,,,"python/gpt/p146_nr_ver2.py",,0,"It appears your code may contain a hardcoded secret. We recommend replacing it with AWS Secrets Manager references to enhance security and follow best practices. For more information, please refer [OWASP password storage cheat sheet](https://www.owasp.org/index.php/Password_Storage_Cheat_Sheet).",,,ACTIVE,CWE-798,,,,,,,,,,,,,,,,,CODE_REPOSITORY,,,,,,,,,,,,,,"Hardcoded credentials",,,
